id,text,label
10174,"GREAT NUMBER BOARD Our son plays with this board while I'm feeding him. He's only 20 months, but using this board is helping us introduce the numbers to him. It's well built. Arrived in only a couple days. Our son loves it!!",positive
10175,"Excellent for my students I teach mentally handicapped adults at a local community college, and if you want durable puzzles that your students can use over and over again, I strongly recommend getting puzzles like this. It's durable and can get students to focus their attention. Worth getting.",positive
10176,"Great Teaching Tool This is a great puzzle to have in a childcare center , the children love working with the different numbers",positive
10177,"purchased for 2 yr. old I purchased several puzzles from Melissa & Doug. They are beautifully made. I would recommend them. These will last a good, long time.",positive
10178,"5 FOR ESTATE, 3 FOR THE REST IF YOU TAKE A LOOK AT THE 1 STAR REVIEW, I AM THE ONE THAT LEFT A COMMENT IN FAVOR, BUT WONDERING WHY THEY LEFT ONLY ONE STAR. IT HAD TO BE A MISTAKE BECAUSE SHE GAVE IT A ""HAUNTING"" REVIEW, IF NOT TOO SHORT. THE TUNE: 'ESTATE' IS WITH OUT A DOUBT A FIVE STAR TUNE. IN FACT, ONE OF THE MOST BEAUTIFUL JAZZ VOCAL NUMBERS I CAN REMEMBER HEARING. HOWEVER, THE REST OF THE CD, I FEEL FALLS FAR SHORT OF ESTATE. ALL OF THE MUSIC IS SOFT AND NICE, BUT JUST DIDN'T GRAB ME PERSONALLY. REGARDLESS, YOU MAY WANT TO GIVE IT A TRY. IF NOTHING ELSE, IT WOULD BE NICE QUIET BACKGROUND FOR DINNER OR SLOW AND ALONE DANCING WITH THE ONE YOU LOVE.",positive
10179,"Simple, clear and solidly dogmatic This is a traditional Catholic study guide book of the Mass of the Angels.The book, though primarily for teachers and suchlike, might very well today do as a text book. Because so much has been lost or is just not taught anymore. It is so well written, and so full of quiet inspiration that a good deal of it could be used for reading aloud in church on suitable occasions.Altogether - quite a find!",positive
10180,"Pure genius! This is the one of the few books of poetry I've read that actually means something! Discovering this has really changed the way I think about verse and books in general. The best thing about it? NOT boring. I'm so sick of the innocuous, adjectival, over-written, meaningless poems in so many journals and ""literary"" magazines of our time. David Trinidad is smart--read for pure pleasure, and then read again and look for the subtle tricks and talent he employs to make these poems truly great art! Truly fresh, too. No one else is writing about our tarnished culture like Trinidad. He is truly unique, and like I said, the best compliment I can give is that this book is not a bore--something that 98% of all books of poetry these days are! Thank you Mr. Trinidad! You've got me reading and enjoying poetry again!",positive
10181,"If you like Douglass, you'll like this Good stuff from the great freedom fighter. Rarely known texts are included with the famous ""Narrative."" ""The Condition of the Freedmen"", a look at African-Americans 20 years after the end of slavery, provide some sobering thoughts for American Blacks today. ""The Heroic Slave"" tells the little-known true story of Madison Washington, who led a slave ship called ""The Creole"" into freedom in 1841. I would also recommend ""The frederick Doulgass Reader"" and ""The Life and Times of Frederick Doulgass"" to make your ""Dougology"" complete!",positive
10182,"MAD HOT FRIED BLOCK PARTY-TYPE MUSIC THIS BE HOT! NOBODY CAN TOUCH PHARRELL! THIS BE HOT! I'VE ONLY HEARD ""FRONTIN'"" THOW. AIN'T NO THING! WHOOP WHOOP!",positive
10183,"great insights into a world that few ever see fantastic investigative reporting with compelling analysis. as easy to read as a good spy thriller and as informative as a good textbook. valuable reading for anyone interested in Japanese finance and the relationship between bureaucrats, politicians, and business.read the first chapter on amazon.com and you'll be hooked.",positive
10184,"Best introduction to its subject that I know of When one is trying to get a basic overall grasp of Greek mythology, it can be an overwhelming and formidable subject, and one can be at a loss for the best place to start. Most books I've found either give too much detail too fast or else are hit-and-miss selections that don't give a very comprehensive introduction. If that's been your experience too, this book could be an excellent solution to your problem. It gives a highly readable thorough introduction without overwhelming you with details. As an introduction to or review of Greek mythology, it is therefore highly recommendable. Although probably aimed primarily at children, I suppose grown-ups too, if not already expert on the subject, won't find it too elementary.",positive
10185,"A great book~ This book has great myths. At first, it seems boring, but soon your eyes will be glued onto the pages. It is a wonderful book to share around to your classmates and teachers. Each story has a morel that teaches you well on a situation. I recommend this to people around the teens.",positive
10186,"Informational This book is a great resource book. Not only for young readers but for anyone who want to know the most significant stories in Greek Mythology. This book makes a good basic reference for any history class. Anyone can learn easily from this book because it is easy to read, yet you receive a lot of information. It also includes colorful illustrations that giulds the reader through.This book includes sections such as: ""Mother Earth and Her Children"", ""The Gods and Foddesses of Mount Olypus"", ""Zuez and the Creation of Mankind"", and ""Triumnphs of the Gods"". It has such stories as: Prometheus and His Gift to Man, Pandora, Echo, Medusa, Jason, Odysseus, and much more.A personal favorite of mine is the story of Jason. One man fell for the love of a youthful princess, and tempted to leave his wife, Medea. Medea spent much of her money and prepared a feast for Jason. The revenge was sweet.... I can't tell you the rest. Buy this book, its far too interesting.",positive
10187,"Great book - a good introduction to Greek mythology I purchased this book for my 9 year old son as a companion book to several astronomy and constellation guides he requested for his birthday. He completely devoured it in three days - the illustrations are bold and the stories are dramatic/gruesome enough to capture his interest (without being too horrible or nightmare-inducing). We are finding that knowing a bit about the legends behind the constellations makes stargazing that much more enjoyable. I would recommend this book for boys and girls 8-10 years old, although I admit I enjoyed reading it, too!",positive
10188,"Children like this book My children (ages 5-10) love this book. I have also read from this book to hospitalized teenagers; when I read Oedipus I finished the story and heard a chorus of ""read it again!""I noticed that some of the reviews posted here say that this book is unsuitable for children, but I wonder if the reviewers actually tried reading the book to them.",positive
10189,"A early favorite Greek Gods and Heroes is one of the better books on mythology for children out thare, with great pictures and easy to understand stories that people of all ages can enjoy. As a child it was my favorite book in the school library and I checked it out over and over again. It is a must have for any fan of the greek gods and the myths about them.",positive
10190,"Second 510 purchased in two years; both are excellent I bought my first Xerox DocuMate 510 in mid-2008. It works so well that when I wanted to replace an aging scanner for another office machine, I simply bought it again. I am running Win XP (paid extra not to get VISTA when I bought new machines) and find this scanner, combined with PaperPort 11, works beautifully. I do not use the ""single touch"" software that comes with it, having long since learned to use PaperPort for all scanning, so I cannot comment on its functionality. The machine itself does everything it saws, without error.",positive
10191,"Love Die Happy! Just to beware, this single does not have a B side to it. Just a remix of the Big Boy song, but still, I love Die Happy, so.",positive
10192,intersting This book has opend up my eyes. Robert Frost is in my mind one of the best potes in the world.,positive
10193,Educational toy This is a very effective toy. After rolling a few 7's or 11's it becomes obvious that even a cursory examination will expose cheating methodology.,positive
10194,"Get This Player! Before I decided to get this player, I did my research. I looked up the ipod, the dell jukebox, and the samsung napster player. I chose this one because from what I read, it was the best deal for the money. Another reason I got it is because you can put WMA files on it. That takes up half the space of MP3's. That's important because I have a lot of music. The software is great. you can sort your music by artist, title, album, or genre, and you can play music based on those categories. transfering is easy, the software makes everythig pretty easy. even the battery life is great- it advertises 14 hours, it's actually a little less but still good. only 1 problem, no accessories...yet. I hope it's because it's new and they are not out yet, but being without a remote is hard. They player's interface itself is also very easy to use. can't complain and I recommend it over all the other players, just hope that remote will come out soon. GET IT, IT'S WOTH EVERY PENNY!!",positive
10195,"**Great player, but but for newbies** I personally like the control that the Zen Xtra gives you in organizing and classifying your music. It also creates playlists on the go for you (combining tracks by the same Artist, the same album, or same genre) for easy playback retrieval.The software that it comes with, Creative MediaSource, is great also, however may be a little complicated for new computer users. It lets you edit all track information (Artist, genre, album, track #) regardless of what ID3 tags were used when recording.Also do I need to remind you of the removable battery. Poor iPod users have to shell out almost $100 to get their battery serviced/replaced when its dead. Also you can store, data files, video files, etc. on the Zen Xtra (it's a portable hard drive also)The only negative is the buttons on the case are oddly positioned.Overall I don't recommend this item for newbies. But if you want great control and organization over your MP3s, this is definitely the player for you!!!",positive
10196,"Zen I have been using my zen xtra for 3 months now and i am very pleased with it. I can drag and drop songs with the nomad explorer. I can listen to it for 15hrs at a time before it needs a recharge and it holds my whole collection of cds.There are however a few cons to this product.The plastic clip that comes on the carring case snaped so I replaced it with a nylon strap I sewed onto the back of the case and havn't had a problem since.There are two things that could really improve this product, a line out and a fm transmiter to use to play in cars that have only a cd player.This is an awsome mp3 player and well worth the money.",positive
10197,"Good Unit I've already dropped it, (unit was off) and it's fine. It's a little larger than I expected, so is more of a pocket unit than an armband or clip-on. The creative software is not too good - I did some searching and found some recommendations for Notmad Explorer - which does truly rock as accessory software for the Nomad. It will copy over playlists from most other media players without a hitch- which was problematic with the Creative application. Overall I'm pleased with the purchase.",positive
10198,Great MP3 player Where to start I have had this for 10 years and it is still ticking that alone is a tesament to how well the thing works. Over that ten years It has traveled with me to over a third of the world. This is to include half a tour in Iraq. It has been dropped and has been trough airport security more times than most people. Because of this I have never had a reason to buy an Ipod. And to be honest for music I would rather use this. Only reason that I own anything like an Ipod is that its my Iphone. So I think that the Xtra is by far the one of the best mp3 player made.,positive
10199,"Solid Player without the ""iPod Mystique"" I purchased this player over 4 months ago. I read all of the reviews and I was aware of the pros and cons going in. This player is slightly thicker than the same capacity ipod. On the upside, the battery is user upgradeable, which iPod users can't do. The main downside to this player is the software. I highly recommend NotMad Explorer from http://www.redchairsoftware.com as a replacement for the poor Creative software. The upsides are great sound quality, great capacity, decent battery life and a good price. If you don't care about looking trendy carrying an iPod, take a good hard look at the Creative Nomad Zen players.",positive
10200,"Doing the job for less money!!!! If you want space to carry your music everywhere...this is your device. For all those reviews about the cover, now the cover included with the player has window to the screen, no need to take the player out of the case, unless you are changing the battery. A USB cable is included...no extra purchase. And the fact that you can copy the music back to your computer is a plus for me. The buttons takes a little getting use to it, but for almost $200 less, I can deal with it. The software is easy to learn, and the fact that you can replace the battery with ease...big plus...",positive
10201,"Good for the price I have had mine for a month now and have to say I have enjoyed it. The Pros:Price! Almost half what an ipod would cost you! I don't care how it looks and I always drive so the size is not important to me.Sound quality is wonderful, I really like the smart volume sound normalization. Yes the included earphones suck but everyone replaces them anyway. I quickly got to use to the interface and can find any song/playlist etc fast enough. I also liked the fact that you can save custom playlist you made on the player not just the computer!Cons. Creative software stinks. It's horrible. redchair software makes nice software that allows you to do everything you would want to and more! The front cover can pop off easily but I always have mine in the case so I didn't notice after first day.",positive
10202,"What a great toy! I had an RCA mp3 player that used cards. I decided to purchase this one based on its reviews and cost. I'm not sorry. The only thing I had challenges with was transferring music from my PC and CD's to the player. I searched and searched and finally figured it out. I think Creative needs to have a picture of the software in the quick guide so people know which window is which.I love the ability to organize and listen to music using several options: genre, artist, etc.. It transfers very quickly (using a 2.0 USB hook-up) and sounds great. I'm just beginning to play with it so I'm looking forward to finding out everything I can about it. It isn't much larger/heavier than an IPOD and is very versatile (not to mention a whole lot less expansive). I also like the fact that it's a ""mini"" external hard drive so I can store large files on it if necessary.",positive
10203,"Nice portable, small GPS receiver! I have had this unit and used it for a couple of years now. the reason that I bought it was its portability and I could use it both in the car or have it with me when I am walking. So, from that aspect, it is very nice. now every positive normally comes with a few negatives. as you may guess, due to the size of this unit, the receiver is probably not the most powerful or accurate receiver, so you need to learn how to cope with these aspects of it. I have had cases where the receiver got confused when I was in the city (San Francisco) with a couple of tall buildings around or when I was driving around on windy roads in Sierra. But other than that it has worked fine for me and I have used it in town and country. I found another navigation SW for it that I think is nicer and performs better than the one that came with it from HP. (...) mine is an MMCX.",positive
10204,Perfect for Every Fisherman Beautiful and very helpful book for both the experienced and novice fishermen. Great pictures really make the book user friendly. Would make a great gift.,positive
10205,"""Detox"" pretty damn good... I'd agreed with my fellow reviewer on ""Retox"" (CD #1), but ""Detox"" makes up for it -- it's a totally different sound.",positive
10206,"fun, funky patterns I bought this book after buying Adorable Knits for Tiny Tots and knitting several items from that book. From this one I have made the teddy, the cloud pillow and am about 70% of the way through the kaleidoscope blanket (I decided that knitting 49 squares was too much like hard work and so adapted the pattern to be knit all in one go on a circular needle- its going well but maybe the squares would have been easier!). My knitting friend has also made the dolly with fabulous results. With the exception of the cloud pillow I have substituted local yarns with no problems. the only problem I have had was with yarn quantities- The cloud pillow called for six balls of expensive Rowan yarn, which was more that enough for two pillows. I plan to knit the star and moon blanket and the kitty cat jumper next. This is a lovely book with plenty of fabulous patterns.",positive
10207,Bought 4 of these. When somthing is worthy of remembering bought and shared with my kids. These kind of books will always be a gift for all their lives.,positive
10208,"THE classic jazz Christmas 'album' This is the classic jazz Christmas Album--from before there were dozens of copy-cat collections. I nearly wore out the vinyl, and its yet to be CD'd companion, ""More Sounds of Christmas"". 'Merry Chirstmas Baby' is sooo cool jazz. If you love jazz and dig the Christmas sounds, then this is a MUST.",positive
10209,"Tired of the same ole at Christmas? This classic will inspire you! Of course, I grew up listening to this Ramsey Lewis collection through my open bedroom door as my parents decorated the house to make way for the magic of Christmas that was to come~so these Sounds of Christmas are intimately woven into those fondest memories of childhood. But don't take my word for it! Have a listen, and experience how in each piece Lewis wasn't just recreating old stand-bys, he was striving to make them an expression of his own experience of Christmas, and that's the thrill. I can listen to this over and over, long after the season has past, and still get excited.",positive
10210,Nice Jazz Xmas. We purchase this today and have been playing it all afternoon along with Jazz Piano Chrristmas by Boegie Adair and Diana Krall's Christmas album.We made a playlist - Jazz Christmas - which is a great alternative to traditional or Celtic Xmas music.Nice.,positive
10211,Ramsey's Best I remember this recording from my teen years. It was so good that I played it when Christmas was over. Great CD.,positive
10212,"Very technical and complex This book is very detailed, technical and complex. If you're seriously considering exploring the photogravure technique on copper, this book is a must. It tells you everything you will ever need and all the complicated steps in the process. However, there are few historical or contemporary photogravure reproductions which is why this book gets only a four star rating from this reviewer. If you are seriously considering the photogravure process as one you would like to explore, I recommend starting with solar plates rather than copper. It is much less complicated and toxic. A very good resource is ""Printmaking in the Sun"" (2001) by Dan Welden, inventor of this method.",positive
10213,M. Mead Everyons should read M. Mead's research. Her research explains many issues that remain current topics of contention.,positive
10214,"Fascinating look into economics, still seen as legendary This fascinating look into the world of developing and growing economies emphasises the LCD's inverted ""u"" shaped curve of Economic growth. Although written in 1954 this work is seen as the seminal study in the field of developmental economics and was the key factor in securing W. Arthur Lewis's Knighthood in 1963, and Nobel Prize for Economics in 1979.",positive
10215,pretty good The set-up was a little weird and random but the writing was excellent. It was fun to read.,positive
10216,A very important book This is a powerful book. It is written in a clear and engaging style. It is important that people know about the human rights abuses going on in Sudan. Mr. Bok's story does this in a meaningful and moving way.,positive
10217,"must read for anyone interested in sudan I found this book enlightening not knowing anything about the current sitaution in sudan other than bits and pieces in the news. I finished this book in almost one sitting i couldn't out it down. I knew of slavery in sudan ,but had no human face or story to put with it.",positive
10218,Great Read!!!! Shows how the story of one man can make a difference. Such a good read about the life of a slave. Something alien to a lot of people. The book draws you in from the start you wont want to put it down.,positive
10219,Slavery Still Exists Excellent book. I've read all but a few pages. I was very touched by Mr Bok's description of his childhood as a slave. A few years ago I'd heard that the Sudan had some problems; after reading this book I have a little idea of those problems in general and of slavery in particular. I strongly recommend this book.,positive
10220,"Great stuff behind a ridiculous title. If you make it past the ridiculous first minute or so of opening title screen and ""spooky"" after effects fan footage, this documentary is chock full of great stuff. As a Brian Wilson fan, I highly recommend it. Although it appears they were trying to tie something together with Dennis Wilson and Manson, it doesn't work and doesn't go anywhere. This should be re cut into two shorts. The Wilson/Beach Boys aspects and interviews with Brian are great, however. And I do recommend it for that reason only.",positive
10221,"pretty good documentary overall, the documentary was pretty cool. however, about 99% of the beach boys clips were from a prior documentary, an american family from '85. they should have included the clip of dennis singing manson's song never learnt not to love (aka cease to exist). especially since the title of the movie is the beach boys & the satan. but did have cool footage of interviews with dick dale and dean torrence and the chantays. also kim fowley was cool too.",positive
10222,beach boys and the satan a totally off and enjoyable movie. All Brian Wilson fans should see this movie.,positive
10223,Great Group This is one dvd that any beach boys fan should have in their dvd collection.And if you ever wonder how such an clean cut band got ever involed in the likes of Charles Manson again this the dvd for you or if you like the beach boys music again get this dvd cause it everything that you want to know.So buy your copy now and enjoy.Rondall Banks,positive
10224,Okay This is an okay player. I never had skipping problems. The music played pretty good. I rate it okay.,positive
10225,"this game has it all though the series nba street never seems to change, the game it self is real fun. it comes packed with features such as just a regular game of street ball. There is also a story mode which you also unlock stages for the regular game of street ball. you can create your own character and choose his stats too. something strange, not in a bad way, but you can do tricks like handstands and more. there are many teams and players to choose from such as kobe bryant. this includes mini-games such as arcade shootout and shot blocker. It also has a really cool music track variety and a sports announcer too. It really is a good game and it will keep you entertained for hours. Its an A++++++++++++ i RECOMMEND THIS!",positive
10226,"Value is the issue here Yes, this isn't the best space heater I have ever owned, but it has a unique shape where it doesn't gather a bunch of dust, like past heaters have, and you can't beat the price for its performance.",positive
10227,"Telemann: Sinfonia spirituosa; String Concertos Telemann: Sinfonia spirituosa; String Concertos is a recording under the direction Reinhard Geoebel leading the Musica Antiqua Köln on this Deutsche Grammophon GmbH recording from 2002. It contains a well-written essay entitled ""Georg Phillip Tellemann: A Musician Abreast Of The Times"" written by Richard Goebel and translated into English by Richard Evidon. The performance by Musica Antiqua Köln is nothing short of splendid and I thorougly enjoy this recording. Highly recommended. 5/5.",positive
10228,"better than expected I read some of the unfavorable reviews, saw the low price and figured it was a dog. I thoroughly enjoyed it, although the cover is totaly misleading. Keeps you guessing to the end.",positive
10229,"A Hospital Stay can be Stressful... A hospital stay can be stressful, specifically for toddlers. My grand-daughter was having major surgery and this book aided in comforting her. It eliminated the unknown factors of a 1st time hospital stay.",positive
10230,"Welcome to da marketplace! This 1985 album by Bunny Wailer is by no means, his best work. That honor goes to ""Blackheart Man"". But ""Marketplace"" does contain some fine pop-reggae tunes such as Stay With The Reggae, Electric City, and Jump Jump. Plus the album cover is great! I recommened picking this up if you can find a copy.",positive
10231,"Lost innocense, found hope and heartbreak This is a book that will tug at your heartstrings. I found myself turning the pages feeling the authors pain, joy and sadness.This is a unique style of writing, and maybe it would have worked well for a novel, but the author told it the way he felt it, and the poetry works in conveying what he wanted to say! I recommend it to anyone that has been in a similiar situation and hope that it can help then understand what they have been through, and maybe help them resolve their past.The only down side to the book is that I would have liked to read more. There are only 97 pages of actual poetry, and the author's own words, which I found to be very profound. Maybe the author's next book will be longer. I look forward to reading more of his work.",positive
10232,"La mejor película de Moore A mi juicio, esta es la mejor comedia de Dudley Moore.El reparto es excelente.Realmente la recomiendo.",positive
10233,"THE BEST SALSA THE BEST SAUCE YOU COULD EVER PUT ON YOUR TABLE AND USE ON YOUR COOKING ON JUST ABOUT ANYTHING, BRINGS THE COSTARICAN SPIRIT ON YOUR MEALS!",positive
10234,"Good examples and helpful hints I bought this book after i failed to get the score i needed in the TOEFL exam, and it helped me a lot at the second time I did the test. The best part about it is the CD-ROM that has 4 complete tests so you can practice just like if you were doing the real Computer Based TOEFL Test. It helps you to get in the mood of the test so you are prepared when you take the real test. There is only one thing that should be enhanced in this book. The review and hints at the ""writing test part"" are not enough. There should be more essay examples. Over all, this is the book you have to buy if you are planning to pay just for one book to prepare for the TOEFL",positive
10235,"This is a perfect review book, but it is not a textbook. If you know English well and you need only to review some important details, this is the book you need to buy. It covers small rules, which are VERY IMPORTANT for the TOEFL, but it does not tell you much, for example, about sequence of tenses.In other words, this book will help you to improve your score, but it can not teach you English if you are a beginner.For me, the most important part of the book was structur review. IT really helped! Listening part shows the same level of difficulty as in the TOEFL, but reading is much easier then on the test. To understand the reading level of difficulty and to practise the test I would recommend TOEFL Test Preparation Kit.",positive
10236,Second-best resource This book is the second-best book on TOEFL after Educational Testing Services' (ETS) TOEFL book.,positive
10237,"In general, a good book I took the Toefl test this morning and I have to say that this book was very useful. I haven't received the official grades yet but my note should be between 215 and 265, and given the fact that I've just studied two hours a day for one month...Definitely this book helped me a lot to improve my grammar, but I also believe that the examples were organized in a boring fashion. The practice tests for the listening section are really good, about the reading section... my advice to you: READ! READ! READ! No matter how much time you spend on vocabulary, they will find a word you don't know.",positive
10238,My favorite book - ever! Vindication is really a treasure - a big red ruby of a novel that penetrates such important history witha raw heart and fierce intelligence. Wow.,positive
10239,"I loved this book I read several reviews on this book already, and feel that what I have to say about this book has already been said. I loved this book, and found it to be quite the page turner.",positive
10240,"Amazing Results This was recommended to a friend of mine by his doctor. I'm usually very skeptical of herbal treatments, but since the recommendation came from a regular medical doctor, I decided to give it a try. I am blown away by the results. I have been on this product for about 18 months, and my cholesterol has dropped from 252 to 192. I made no other significant changes in my diet. What's more, I am only taking two capsules a day instead of the recommended dosage of four per day. I've read that the big pharmaceuticals are campaigning to require this product to be sold only by prescription. I pray this never happens.",positive
10241,"Better than pharmaceutical statins I cannot tolerate pharmaceutical statins and this product gives me excellent results without side effects, been using it for many years.",positive
10242,"Simply The Best! This book dates back to the civil war era. It was the fashion source that women turned to for the most current information on what to wear. If you have ever wondered what they really wore, and why they wore it then I would suggest that you look to these books for the answers. Typically these books have a full year bound together. Each month should have a color fashion plate featuring the current wardrobe fashions. They also have music, poems, short stories, knitting and crochet patterns, health tips and cooking hints. They provide a valuable insight into the era. If you are a civil war reenactor there is no better source for accurate information, and if you are just a fan of American history, these books are an outstanding source.",positive
10243,"Good Fit & Function The cover fits reasonably well, with only slight shifting. It does not obstruct any of the controls, display, the mouthpiece or the earpiece. I really like the clip on the back. I'm pretty satisfied overall.",positive
10244,"Helpful Advice for LDS Authors! I highly recommend this book and would have given it five stars except for the fact that there was a small typo or two in it--not the fault of the authors, who are all excellent writers.Although the book states it's for LDS writers who want to break into the LDS market, the advice given applies to national market publishing in many cases.I purchased this book at the beginning of my writing career, when I knew nothing about how to get my work published, and learned extensively from it. I'd recommend it to anyone who is interested in having his or her work published. The information runs the gamut from how to write query letters to handling rejections. Thanks in part to ""Publising Secrets,"" my co-author, Nichole Giles, and I now have a book of LDS humor that will be released in the fall of 2009. [....]",positive
10245,"Miracle Okay, this was the last album I purchased after listening to all 4 albums of Evergrey. I have to say this record has something to it, it has a completely different atmosphere. So many songs on this record are so powerful in meaning and in music, listening to them atleast 20 times is not enough at all. Having the preachers voices in the background in a couple of songs defenitely touches souls in some way or other.5 Thumps Up!!!",positive
10246,"Great book, but get the paper version if you can wait This book looks like such a great resource into veganized 'authentic' italian. Very excited to try some recipes. However, the kindle version is strange and often slightly out of order.",positive
10247,"the best cookery book I own! This is the book to buy for all your vegan and vegetarian friends and family members. It is easy to read and to use... has great recipes and handy hints in a novel layout - and the best part of all is that everything tastes delicious! Some vegan recipes might be healthy but they are not always as tasty as the 'original' Not so with this book! Bryanna's book is filled with recipes ranging from basic cooking instructions to exotic desserts... all yummy and all relatively easy to make.As an added bonus, Bryanna gives lists of mail order resources for sometimes hard to find items - this is especially valuable if you are like me and live in a rural area without easy access to health stores.If you buy just one recipe book this Christmas season, this is the one to get! If I could give it six stars I would!",positive
10248,"My favorite vegan cookbook! I've been vegan for about 4 years now, and I've been cooking all of my meals for 2 or 3. I've spent over $100 on a shelf full of vegan cookbooks. This one is the best I own. It's the only cookbook I have that has recipes that make food that's outright better than anything I ate before I went vegan! Ever since I started making my own vegan pizzas, I absolutely stopped missing the greasy things that I'd been getting delivered, and the pasta recipes here are the best I've ever had.The only problem with this book is that the recipes can take a while to prepare. If you're not a big fan of cooking, this probably isn't the book for you. But if you're glad to spend an hour in the kitchen making a meal and want to have some great vegan food, this book is a must!",positive
10249,"Best of the series A first rate beautifull compilation, with every selection a winner. One of my personal favorties. Great music and great soundinf too. Ella's ""Spring Can Really Hang You Up The Most"" was for me, a revelation. All artists best work.",positive
10250,Good instruction As mentioned in other reviews the actual quality of the video's visuals is not so great but I didn't find that in any way a problem as the content was great. All the basic moves are covered and broken down in a helpful way and each includes several tips for why you may not be getting a specific move and what to try to correct it.I got the video for the trick instruction but also really enjoyed the work out section. Will definitely be trying some of the higher level videos next.,positive
10251,"A book about finding yourself Wonderful book that I discovered in junior high. Several years later I bought a copy and this novel has become one of a treasured few I read again every year. The central character (indeed, practically the only character for most of the book) grows so much during her experience that you remember her life changes long after you put down the book. As always, great fast-moving, realistic storytelling from Harry Mazer.",positive
10252,"My wife loves it My wife thoroughly enjoyed this DVD, saved me from the fact I did not get her tickets to the concert!",positive
10253,A great performance This was a a great performance. Tina is superb as are all her back up musicians. The production is great and the DTS sound is outstanding. You won't go wrong with this one.,positive
10254,"Simply The Best Concert! I wish I could give this more then 5 stars. This concert tour was Tina's best concert. I almost did not buy this because I own this on video. When I recevied it, to my surprise, the DVD has four extra songs on it then the video. The songs are ""Wildest Dreams"" ""Let's Stay Together"" ""Something Beautiful Remains"" and ""Better Be Good To Me"" If anyone caught Tina on this tour, here is your chance to own the ""complete"" concert for ever!",positive
10255,The best concert video !!!!! This is the best concert video ever. Great show and great music ! Tina Turner's show still gets better every time she tours ! Now we have it in perfect DVD picture and DTS sound.,positive
10256,"Tina Turner concert LOVE IT , LOVE IT, LOVE IT. I exercise to this DVD, 30-35 minutes at a time. The music is great, Tina of course is great. BEST exercise workout I have ever had and the scenery is FINE, FINE, FINE. Thanks to all who make this DVD possible !!!",positive
10257,"Flawed but interesting fiction on Russian America I can't help but think this book would have been far better as a non-fiction piece. The characters are not really that absorbing, and I feel that the narrator has much more to say about the experience of kayaking or canoeing the Northwest Coast from Sitka to Oregon than the fiction format allows him to. The description of the sea and land is really amazing and makes it absolutely worth reading. However, I have a bit of sympathy for the reviewer who said it was boring because the plot is not as gripping as a summary would suggest (4 men escape from Novo-Arkhangelsk, now Sitka, in order to eventually return to Sweden). It is a man against nature story, but I suppose I found the nature part much more interesting than the men.A non-fiction reflection retracing this journey interwoven with the author's own thoughts probably would have been much more gripping.Still, it is worth reading nonetheless.",positive
10258,"A Page Turner Ivan Doag has captured my attention. After reading this great adventure story, I intend to order more books written by this author. His ability to create dialogue and tell a fascinating tale is remarkable. My only wish is for a sequel.",positive
10259,Indelible impact Sea Runners will etch the coastline of British Columbia in your mind. An awesome tale.,positive
10260,Rough Hewn Poetry Descriptions of the Pacific Northwest are accurate and beautiful. The rhythm of the book captures the frustration of its characters and makes it part of your life. I felt I was on the sea paddling for seemingly forever. What kind of characters are required to make a superhuman effort? What kind of relationships are developed by disparate humans when pitted against great odds? Doig helps to answer these questions. This is a MUST READER for understanding the Pacific Northwest.,positive
10261,"Wild Alaskan adventure Based on a true incident, this tale of the escape of indentured workers from a fish packing plant in Alaska in the 1800s is hair-raising adventure. Doig's descriptions of the trials the men face in the unforgiving wilderness are masterful and vivid. There's humor here too. At first, the syntax was challenging, but Doig succeeds in giving the narrative a Scandinavian and historical flavor through the language. This boat takes some startling turns, so hang on!",positive
10262,"Advice to potential buyers Just wanted to mention a few things the other reviewers didn't. This player supports the WMA format which iPOD does not. I have the 8GB unit and expanded it with a 4GB MicroSD card. After adding the Micro SD card, the unit took about 90 seconds to start up, and battery life was reduced from 3 hours to about 30 minutes! Overall, I love it as a MP3 player, but would recommend you go with a unit with 16GB built-in storage if you think you'll need that much room.",positive
10263,"Great MP3 player! This is a great MP3 player, and costs a lot less than an Apple equivalent. Shipping was fast. In case you want to sync some tracks from your computer to the Sansa View, connect it to your computer and call SanDisk support and they will ""activate"" the player remotely and you will be able to sync ever after. I downloaded to user manual. It is much more detailed than the skippy little guide that comes with the player. All in all I am very happy with this player.",positive
10264,"Sansa GP3 Player is good for the value My 13 year old son is very pleased with this product.The only problem I had with AMAZON is they marketed it on the screen with a protective skin and power cord to buy ""as a bundle"". Unfortunately, the skin that was shown on the screen did not fit. Not good, AMAZON!",positive
10265,Excelent product! I definitely like this. All the features that has makes this product smooth and easy to operate.Definitely recommended.,positive
10266,"Good Player - Bad Tech Support I had no end of trouble getting it installed on my Vista computer. Tech Support was useless, apparently not admitting to the problem. I finally tried the forums and found a workaround. Finally working, the player is great for music and my Audiobooks, small, easy to use, generally just what I wanted.",positive
10267,"One major criticism Mostly very happy with this product, except the fact that it's dreadfully slow on fast forward or reverse. As you might imagine this can become very frustrating at times. And also totally unable to skip ahead to another part of the recording immediately similar to what the ipod can do.---C'mon Sandisk, give us some software to correct these serious inconveniences!!",positive
